	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	15.5	16	16.5	17	18	19	Number of timepoints	Question answers	Question answers en	Question answers en human	Question answers human	Question en
verwacht u dat uw (pleeg)kind(eren) een leerachterstand heeft/hebben opgelopen door de schoolsluiting? (klas 2)																				covt18_homeschool_adu_q_1_d2l		1	{"1": "ja, heel erg", "3": "nee", "2": "ja, een beetje", "5": "niet van toepassing", "4": "weet ik niet"}	{"1": "yes, a lot", "3": "no", "2": "yes, a little", "5": "not applicable", "4": "i do not know"}	1: yes, a lot, 3: no, 2: yes, a little, 5: not applicable, 4: i do not know	1: ja, heel erg, 3: nee, 2: ja, een beetje, 5: niet van toepassing, 4: weet ik niet	do you expect that your (foster)child(ren) will lag behind in their education due to the school closure? (class 2)
praktijkonderwijs / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 2)																				covt18_homeschool_adu_q_1_d2la		1	{"1": "praktijkonderwijs"}	{"1": "practical programme"}	1: practical programme	1: praktijkonderwijs	practical programme / at which level do(es) your (foster)child(ren) follow an education? (class 2)
basisberoepsgerichte leerweg (vmbo basis) / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 2)																				covt18_homeschool_adu_q_1_d2lb		1	{"1": "basisberoepsgerichte leerweg (vmbo basis)"}	{"1": "basic vocational programme"}	1: basic vocational programme	1: basisberoepsgerichte leerweg (vmbo basis)	basic vocational programme (vmbo basis) / at which level do(es) your (foster)child(ren) follow an education? (class 2)
kaderberoepsgerichte leerweg (vmbo kader) / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 2)																				covt18_homeschool_adu_q_1_d2lc		1	{"1": "kaderberoepsgerichte leerweg"}	{"1": "middle-management vocational programme (vmbo kader)"}	1: middle-management vocational programme (vmbo kader)	1: kaderberoepsgerichte leerweg	middle-management vocational programme (vmbo kader) (vmbo kader) / at which level do(es) your (foster)child(ren) follow an education? (class 2)
gemengde leerweg / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 2)																				covt18_homeschool_adu_q_1_d2ld		1	{"1": "gemengde leerweg"}	{"1": "combined programme"}	1: combined programme	1: gemengde leerweg	combined programme / at which level do(es) your (foster)child(ren) follow an education? (class 2)
theoretische leerweg (vmbo-t/mavo) / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 2)																				covt18_homeschool_adu_q_1_d2le		1	{"1": "theoretische leerweg (vmbo-t/mavo)"}	{"1": "theoretical programme (vmbo-t/mavo)"}	1: theoretical programme (vmbo-t/mavo)	1: theoretische leerweg (vmbo-t/mavo)	theoretical programme (vmbo-t/mavo) / at which level do(es) your (foster)child(ren) follow an education? (class 2)
havo / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 2)																				covt18_homeschool_adu_q_1_d2lf		1	{"1": "havo"}	{"1": "senior general secondary education (havo)"}	1: senior general secondary education (havo)	1: havo	senior general secondary education (havo) / at which level do(es) your (foster)child(ren) follow an education? (class 2)
vwo (atheneum/gymnasium/technasium) / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 2)																				covt18_homeschool_adu_q_1_d2lg		1	{"1": "vwo (atheneum/gymnasium/technasium)"}	{"1": "pre-university secondary education (vwo/gymnasium/atheneum/technasium)"}	1: pre-university secondary education (vwo/gymnasium/atheneum/technasium)	1: vwo (atheneum/gymnasium/technasium)	pre-university secondary education (vwo/gymnasium/atheneum/technasium) / at which level do(es) your (foster)child(ren) follow an education? (class 2)
anders / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 2)																				covt18_homeschool_adu_q_1_d2lh		1	{"1": "anders"}	{"1": "other"}	1: other	1: anders	other / at which level do(es) your (foster)child(ren) follow an education? (class 2)
weet ik niet / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 2)																				covt18_homeschool_adu_q_1_d2li		1	{"1": "weet ik niet"}	{"1": "i do not know"}	1: i do not know	1: weet ik niet	i do not know / at which level do(es) your (foster)child(ren) follow an education? (class 2)
voortgezet onderwijs klas 3 / in welke groep/klas zit(ten) uw (pleeg)kind(eren)?																				covt18_homeschool_adu_q_1_d3		1	{"1": "voortgezet onderwijs klas 3"}	{"1": "secondary school class 3"}	1: secondary school class 3	1: voortgezet onderwijs klas 3	secondary school class 3 / in which group or class is/are your (foster)child(ren) enrolled?
hoe vaak ging(en) uw (pleeg)kind(eren) gemiddeld per week naar de noodopvang? (klas 3)																				covt18_homeschool_adu_q_1_d3a		1	{"3": "2 dagen", "5": "4 dagen", "2": "1 dag", "4": "3 dagen", "6": "5 dagen", "1": "0 dagen", "7": "weet ik niet"}	{"3": "2 days", "5": "4 days", "2": "1 day", "4": "3 days", "6": "5 days", "1": "0 days", "7": "i do not know"}	3: 2 days, 5: 4 days, 2: 1 day, 4: 3 days, 6: 5 days, 1: 0 days, 7: i do not know	3: 2 dagen, 5: 4 dagen, 2: 1 dag, 4: 3 dagen, 6: 5 dagen, 1: 0 dagen, 7: weet ik niet	on average, how many times per week did your (foster)child(ren) go to the emergency daycare? (class 3)
ik begreep de lesstof die ik moest uitleggen (klas 3)																				covt18_homeschool_adu_q_1_d3b		1	{"1": "helemaal mee eens", "2": "mee eens", "5": "helemaal niet mee eens", "3": "niet mee eens, niet mee oneens", "4": "niet mee eens", "6": "niet van toepassing"}	{"1": "completely agree", "2": "agree", "5": "completely disagree", "3": "neutral", "4": "disagree", "6": "not applicable"}	1: completely agree, 2: agree, 5: completely disagree, 3: neutral, 4: disagree, 6: not applicable	1: helemaal mee eens, 2: mee eens, 5: helemaal niet mee eens, 3: niet mee eens, niet mee oneens, 4: niet mee eens, 6: niet van toepassing	i understood the teaching material that i had to explain (class 3)
ik kon de lesstof goed uitleggen (klas 3)																				covt18_homeschool_adu_q_1_d3c		1	{"1": "helemaal mee eens", "2": "mee eens", "6": "niet van toepassing", "3": "niet mee eens, niet mee oneens", "4": "niet mee eens", "5": "helemaal niet mee eens"}	{"1": "completely agree", "2": "agree", "6": "not applicable", "3": "neutral", "4": "disagree", "5": "completely disagree"}	1: completely agree, 2: agree, 6: not applicable, 3: neutral, 4: disagree, 5: completely disagree	1: helemaal mee eens, 2: mee eens, 6: niet van toepassing, 3: niet mee eens, niet mee oneens, 4: niet mee eens, 5: helemaal niet mee eens	i was well able to explain the teaching material (class 3)
raakte u wel eens gefrustreerd tijdens het geven van thuisonderwijs? (klas 3)																				covt18_homeschool_adu_q_1_d3d		1	{"3": "vaak", "7": "niet van toepassing", "5": "zelden", "1": "altijd", "6": "nooit", "4": "soms", "2": "heel vaak"}	{"3": "often", "7": "not applicable", "5": "rarely", "1": "always", "6": "never", "4": "sometimes", "2": "very often"}	3: often, 7: not applicable, 5: rarely, 1: always, 6: never, 4: sometimes, 2: very often	3: vaak, 7: niet van toepassing, 5: zelden, 1: altijd, 6: nooit, 4: soms, 2: heel vaak	did you sometimes get frustrated while home schooling? (class 3)
had(den) uw (pleeg)kind(eren) beschikking over de digitale middelen die nodig waren om online onderwijs te volgen op het moment dat hij/zij dit nodig had(den)? (klas 3)																				covt18_homeschool_adu_q_1_d3e		1	{"5": "nee, nooit", "4": "nee, meestal niet", "3": "soms", "2": "ja, meestal", "6": "zeg ik liever niet", "7": "niet van toepassing", "1": "ja, altijd"}	{"5": "no, never", "4": "no, mostly not", "3": "sometimes", "2": "yes, mostly", "6": "i prefer not to say", "7": "not applicable", "1": "yes, always"}	5: no, never, 4: no, mostly not, 3: sometimes, 2: yes, mostly, 6: i prefer not to say, 7: not applicable, 1: yes, always	5: nee, nooit, 4: nee, meestal niet, 3: soms, 2: ja, meestal, 6: zeg ik liever niet, 7: niet van toepassing, 1: ja, altijd	did your (foster)child(ren) have the digital means that were necessary to follow online lessons available at the moment that they needed it? (class 3)
had u voldoende materialen in huis om de lesstof te behandelen (boeken, knutselspullen, papier, schijfmateriaal, etc.)? (klas 3)																				covt18_homeschool_adu_q_1_d3f		1	{"5": "nee, nooit", "7": "niet van toepassing", "6": "zeg ik liever niet", "4": "nee, meestal niet", "2": "ja, meestal", "3": "soms", "1": "ja, altijd"}	{"5": "no, never", "7": "not applicable", "6": "i prefer not to say", "4": "no, mostly not", "2": "yes, mostly", "3": "sometimes", "1": "yes, always"}	5: no, never, 7: not applicable, 6: i prefer not to say, 4: no, mostly not, 2: yes, mostly, 3: sometimes, 1: yes, always	5: nee, nooit, 7: niet van toepassing, 6: zeg ik liever niet, 4: nee, meestal niet, 2: ja, meestal, 3: soms, 1: ja, altijd	did you have sufficient materials needed for teaching (books, craft materials, paper, writing materials etc.)? (class 3)
hoe beoordeelt u de invulling van het thuisonderwijs door de school? (klas 3)																				covt18_homeschool_adu_q_1_d3g		1	{"5": "zeer slecht", "4": "slecht", "2": "goed", "1": "zeer goed", "3": "neutraal", "6": "niet van toepassing"}	{"5": "very bad", "4": "bad", "2": "good", "1": "very good", "3": "neutral", "6": "not applicable"}	5: very bad, 4: bad, 2: good, 1: very good, 3: neutral, 6: not applicable	5: zeer slecht, 4: slecht, 2: goed, 1: zeer goed, 3: neutraal, 6: niet van toepassing	how do you rate the implementation of home schooling by the school? (class 3)
hoe heeft/hebben uw (pleeg)kind(eren) het thuisonderwijs ervaren? (klas 3)																				covt18_homeschool_adu_q_1_d3h		1	{"7": "niet van toepassing", "1": "zeer goed", "5": "zeer slecht", "3": "neutraal", "2": "goed", "6": "weet ik niet", "4": "slecht"}	{"7": "not applicable", "1": "very good", "5": "very bad", "3": "neutral", "2": "good", "6": "i do not know", "4": "bad"}	7: not applicable, 1: very good, 5: very bad, 3: neutral, 2: good, 6: i do not know, 4: bad	7: niet van toepassing, 1: zeer goed, 5: zeer slecht, 3: neutraal, 2: goed, 6: weet ik niet, 4: slecht	how did your (foster)child(ren) experience home schooling? (class 3)
hoe vaak had(den) uw (pleeg)kind(eren) gemiddeld per week contact met school/leerkracht? (klas 3)																				covt18_homeschool_adu_q_1_d3i		1	{"3": "4 dagen in de week", "2": "elke schooldag", "6": "1 dag in de week", "8": "niet van toepassing", "1": "meer dan 1 keer per schooldag", "4": "3 dagen in de week", "9": "weet ik niet", "5": "2 dagen in de week", "7": "minder dan 1 dag in de week"}	{"3": "4 days in the week", "2": "every school day", "6": "1 day in the week", "8": "not applicable", "1": "more than 1 time per school day", "4": "3 days in the week", "9": "i do not know", "5": "2 days in the week", "7": "less than 1 day in the week"}	3: 4 days in the week, 2: every school day, 6: 1 day in the week, 8: not applicable, 1: more than 1 time per school day, 4: 3 days in the week, 9: i do not know, 5: 2 days in the week, 7: less than 1 day in the week	3: 4 dagen in de week, 2: elke schooldag, 6: 1 dag in de week, 8: niet van toepassing, 1: meer dan 1 keer per schooldag, 4: 3 dagen in de week, 9: weet ik niet, 5: 2 dagen in de week, 7: minder dan 1 dag in de week	on average, how many times per week did your (foster)child(ren) have contact with their teacher? (class 3)
hoe goed kon(den) uw (pleeg)kind(eren) zich concentreren tijdens het thuisonderwijs? (klas 3)																				covt18_homeschool_adu_q_1_d3j		1	{"2": "goed", "4": "slecht", "3": "neutraal", "7": "niet van toepassing", "6": "weet ik niet", "5": "zeer slecht", "1": "zeer goed"}	{"2": "good", "4": "bad", "3": "neutral", "7": "not applicable", "6": "i do not know", "5": "very bad", "1": "very good"}	2: good, 4: bad, 3: neutral, 7: not applicable, 6: i do not know, 5: very bad, 1: very good	2: goed, 4: slecht, 3: neutraal, 7: niet van toepassing, 6: weet ik niet, 5: zeer slecht, 1: zeer goed	how well could your (foster)child(ren) concentrate during home schooling? (class 3)
hoeveel begeleiding moest u uw (pleeg)kinderen geven in vergelijking met toen de scholen open waren? (klas 3)																				covt18_homeschool_adu_q_1_d3k		1	{"4": "niet van toepassing", "3": "minder begeleiding", "2": "evenveel begeleiding", "5": "weet ik niet", "1": "meer begeleiding"}	{"4": "not applicable", "3": "less supervision", "2": "the same supervision", "5": "i do not know", "1": "more supervision"}	4: not applicable, 3: less supervision, 2: the same supervision, 5: i do not know, 1: more supervision	4: niet van toepassing, 3: minder begeleiding, 2: evenveel begeleiding, 5: weet ik niet, 1: meer begeleiding	how much supervision did you have to provide to your (foster)child(ren) compared to when the schools were open? (class 3)
verwacht u dat uw (pleeg)kind(eren) een leerachterstand heeft/hebben opgelopen door de schoolsluiting? (klas 3)																				covt18_homeschool_adu_q_1_d3l		1	{"2": "ja, een beetje", "1": "ja, heel erg", "3": "nee", "5": "niet van toepassing", "4": "weet ik niet"}	{"2": "yes, a little", "1": "yes, a lot", "3": "no", "5": "not applicable", "4": "i do not know"}	2: yes, a little, 1: yes, a lot, 3: no, 5: not applicable, 4: i do not know	2: ja, een beetje, 1: ja, heel erg, 3: nee, 5: niet van toepassing, 4: weet ik niet	do you expect that your (foster)child(ren) will lag behind in their education due to the school closure? (class 3)
praktijkonderwijs / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 3)																				covt18_homeschool_adu_q_1_d3la		1	{"1": "praktijkonderwijs"}	{"1": "practical programme"}	1: practical programme	1: praktijkonderwijs	practical programme / at which level do(es) your (foster)child(ren) follow an education? (class 3)
basisberoepsgerichte leerweg (vmbo basis) / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 3)																				covt18_homeschool_adu_q_1_d3lb		1	{"1": "basisberoepsgerichte leerweg (vmbo basis)"}	{"1": "basic vocational programme"}	1: basic vocational programme	1: basisberoepsgerichte leerweg (vmbo basis)	basic vocational programme (vmbo basis) / at which level do(es) your (foster)child(ren) follow an education? (class 3)
kaderberoepsgerichte leerweg (vmbo kader) / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 3)																				covt18_homeschool_adu_q_1_d3lc		1	{"1": "kaderberoepsgerichte leerweg"}	{"1": "middle-management vocational programme (vmbo kader)"}	1: middle-management vocational programme (vmbo kader)	1: kaderberoepsgerichte leerweg	middle-management vocational programme (vmbo kader) / at which level do(es) your (foster)child(ren) follow an education? (class 3)
gemengde leerweg / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 3)																				covt18_homeschool_adu_q_1_d3ld		1	{"1": "gemengde leerweg"}	{"1": "combined programme"}	1: combined programme	1: gemengde leerweg	combined programme / at which level do(es) your (foster)child(ren) follow an education? (class 3)
theoretische leerweg (vmbo-t/mavo) / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 3)																				covt18_homeschool_adu_q_1_d3le		1	{"1": "theoretische leerweg (vmbo-t/mavo)"}	{"1": "theoretical programme (vmbo-t/mavo)"}	1: theoretical programme (vmbo-t/mavo)	1: theoretische leerweg (vmbo-t/mavo)	theoretical programme (vmbo-t/mavo) / at which level do(es) your (foster)child(ren) follow an education? (class 3)
havo / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 3)																				covt18_homeschool_adu_q_1_d3lf		1	{"1": "havo"}	{"1": "senior general secondary education (havo)"}	1: senior general secondary education (havo)	1: havo	senior general secondary education (havo) / at which level do(es) your (foster)child(ren) follow an education? (class 3)
vwo (atheneum/gymnasium/technasium) / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 3)																				covt18_homeschool_adu_q_1_d3lg		1	{"1": "vwo (atheneum/gymnasium/technasium)"}	{"1": "pre-university secondary education (vwo/gymnasium/atheneum/technasium)"}	1: pre-university secondary education (vwo/gymnasium/atheneum/technasium)	1: vwo (atheneum/gymnasium/technasium)	pre-university secondary education (vwo/gymnasium/atheneum/technasium) / at which level do(es) your (foster)child(ren) follow an education? (class 3)
anders / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 3)																				covt18_homeschool_adu_q_1_d3lh		1	{"1": "anders"}	{"1": "other"}	1: other	1: anders	other / at which level do(es) your (foster)child(ren) follow an education? (class 3)
weet ik niet / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 3)																				covt18_homeschool_adu_q_1_d3li		1	{"1": "weet ik niet"}	{"1": "i do not know"}	1: i do not know	1: weet ik niet	i do not know / at which level do(es) your (foster)child(ren) follow an education? (class 3)
voortgezet onderwijs klas 4 / in welke groep/klas zit(ten) uw (pleeg)kind(eren)?																				covt18_homeschool_adu_q_1_d4		1	{"1": "voortgezet onderwijs klas 4"}	{"1": "secondary school class 4"}	1: secondary school class 4	1: voortgezet onderwijs klas 4	secondary school class 4 / in which group or class is/are your (foster)child(ren) enrolled?
hoe vaak ging(en) uw (pleeg)kind(eren) gemiddeld per week naar de noodopvang? (klas 4)																				covt18_homeschool_adu_q_1_d4a		1	{"5": "4 dagen", "1": "0 dagen", "4": "3 dagen", "6": "5 dagen", "3": "2 dagen", "7": "weet ik niet", "2": "1 dag"}	{"5": "4 days", "1": "0 days", "4": "3 days", "6": "5 days", "3": "2 days", "7": "i do not know", "2": "1 day"}	5: 4 days, 1: 0 days, 4: 3 days, 6: 5 days, 3: 2 days, 7: i do not know, 2: 1 day	5: 4 dagen, 1: 0 dagen, 4: 3 dagen, 6: 5 dagen, 3: 2 dagen, 7: weet ik niet, 2: 1 dag	on average, how many times per week did your (foster)child(ren) go to the emergency daycare? (class 4)
ik begreep de lesstof die ik moest uitleggen (klas 4)																				covt18_homeschool_adu_q_1_d4b		1	{"4": "niet mee eens", "3": "niet mee eens, niet mee oneens", "1": "helemaal mee eens", "6": "niet van toepassing", "2": "mee eens", "5": "helemaal niet mee eens"}	{"4": "disagree", "3": "neutral", "1": "completely agree", "6": "not applicable", "2": "agree", "5": "completely disagree"}	4: disagree, 3: neutral, 1: completely agree, 6: not applicable, 2: agree, 5: completely disagree	4: niet mee eens, 3: niet mee eens, niet mee oneens, 1: helemaal mee eens, 6: niet van toepassing, 2: mee eens, 5: helemaal niet mee eens	i understood the teaching material that i had to explain (class 4)
ik kon de lesstof goed uitleggen (klas 4)																				covt18_homeschool_adu_q_1_d4c		1	{"5": "helemaal niet mee eens", "1": "helemaal mee eens", "3": "niet mee eens, niet mee oneens", "4": "niet mee eens", "6": "niet van toepassing", "2": "mee eens"}	{"5": "completely disagree", "1": "completely agree", "3": "neutral", "4": "disagree", "6": "not applicable", "2": "agree"}	5: completely disagree, 1: completely agree, 3: neutral, 4: disagree, 6: not applicable, 2: agree	5: helemaal niet mee eens, 1: helemaal mee eens, 3: niet mee eens, niet mee oneens, 4: niet mee eens, 6: niet van toepassing, 2: mee eens	i was well able to explain the teaching material (class 4)
raakte u wel eens gefrustreerd tijdens het geven van thuisonderwijs? (klas 4)																				covt18_homeschool_adu_q_1_d4d		1	{"5": "zelden", "3": "vaak", "4": "soms", "2": "heel vaak", "7": "niet van toepassing", "6": "nooit", "1": "altijd"}	{"5": "rarely", "3": "often", "4": "sometimes", "2": "very often", "7": "not applicable", "6": "never", "1": "always"}	5: rarely, 3: often, 4: sometimes, 2: very often, 7: not applicable, 6: never, 1: always	5: zelden, 3: vaak, 4: soms, 2: heel vaak, 7: niet van toepassing, 6: nooit, 1: altijd	did you sometimes get frustrated while home schooling? (class 4)
had(den) uw (pleeg)kind(eren) beschikking over de digitale middelen die nodig waren om online onderwijs te volgen op het moment dat hij/zij dit nodig had(den)? (klas 4)																				covt18_homeschool_adu_q_1_d4e		1	{"6": "zeg ik liever niet", "5": "nee, nooit", "7": "niet van toepassing", "1": "ja, altijd", "2": "ja, meestal", "3": "soms", "4": "nee, meestal niet"}	{"6": "i prefer not to say", "5": "no, never", "7": "not applicable", "1": "yes, always", "2": "yes, mostly", "3": "sometimes", "4": "no, mostly not"}	6: i prefer not to say, 5: no, never, 7: not applicable, 1: yes, always, 2: yes, mostly, 3: sometimes, 4: no, mostly not	6: zeg ik liever niet, 5: nee, nooit, 7: niet van toepassing, 1: ja, altijd, 2: ja, meestal, 3: soms, 4: nee, meestal niet	did your (foster)child(ren) have the digital means that were necessary to follow online lessons available at the moment that they needed it? (class 4)
had u voldoende materialen in huis om de lesstof te behandelen (boeken, knutselspullen, papier, schijfmateriaal, etc.)? (klas 4)																				covt18_homeschool_adu_q_1_d4f		1	{"2": "ja, meestal", "3": "soms", "5": "nee, nooit", "4": "nee, meestal niet", "7": "niet van toepassing", "6": "zeg ik liever niet", "1": "ja, altijd"}	{"2": "yes, mostly", "3": "sometimes", "5": "no, never", "4": "no, mostly not", "7": "not applicable", "6": "i prefer not to say", "1": "yes, always"}	2: yes, mostly, 3: sometimes, 5: no, never, 4: no, mostly not, 7: not applicable, 6: i prefer not to say, 1: yes, always	2: ja, meestal, 3: soms, 5: nee, nooit, 4: nee, meestal niet, 7: niet van toepassing, 6: zeg ik liever niet, 1: ja, altijd	did you have sufficient materials needed for teaching (books, craft materials, paper, writing materials etc.)? (class 4)
hoe beoordeelt u de invulling van het thuisonderwijs door de school? (klas 4)																				covt18_homeschool_adu_q_1_d4g		1	{"2": "goed", "5": "zeer slecht", "4": "slecht", "1": "zeer goed", "6": "niet van toepassing", "3": "neutraal"}	{"2": "good", "5": "very bad", "4": "bad", "1": "very good", "6": "not applicable", "3": "neutral"}	2: good, 5: very bad, 4: bad, 1: very good, 6: not applicable, 3: neutral	2: goed, 5: zeer slecht, 4: slecht, 1: zeer goed, 6: niet van toepassing, 3: neutraal	how do you rate the implementation of home schooling by the school? (class 4)
hoe heeft/hebben uw (pleeg)kind(eren) het thuisonderwijs ervaren? (klas 4)																				covt18_homeschool_adu_q_1_d4h		1	{"6": "weet ik niet", "1": "zeer goed", "2": "goed", "3": "neutraal", "5": "zeer slecht", "4": "slecht", "7": "niet van toepassing"}	{"6": "i do not know", "1": "very good", "2": "good", "3": "neutral", "5": "very bad", "4": "bad", "7": "not applicable"}	6: i do not know, 1: very good, 2: good, 3: neutral, 5: very bad, 4: bad, 7: not applicable	6: weet ik niet, 1: zeer goed, 2: goed, 3: neutraal, 5: zeer slecht, 4: slecht, 7: niet van toepassing	how did your (foster)child(ren) experience home schooling? (class 4)
hoe vaak had(den) uw (pleeg)kind(eren) gemiddeld per week contact met school/leerkracht? (klas 4)																				covt18_homeschool_adu_q_1_d4i		1	{"4": "3 dagen in de week", "8": "niet van toepassing", "9": "weet ik niet", "6": "1 dag in de week", "3": "4 dagen in de week", "5": "2 dagen in de week", "1": "meer dan 1 keer per schooldag", "7": "minder dan 1 dag in de week", "2": "elke schooldag"}	{"4": "3 days in the week", "8": "not applicable", "9": "i do not know", "6": "1 day in the week", "3": "4 days in the week", "5": "2 days in the week", "1": "more than 1 time per school day", "7": "less than 1 day in the week", "2": "every school day"}	4: 3 days in the week, 8: not applicable, 9: i do not know, 6: 1 day in the week, 3: 4 days in the week, 5: 2 days in the week, 1: more than 1 time per school day, 7: less than 1 day in the week, 2: every school day	4: 3 dagen in de week, 8: niet van toepassing, 9: weet ik niet, 6: 1 dag in de week, 3: 4 dagen in de week, 5: 2 dagen in de week, 1: meer dan 1 keer per schooldag, 7: minder dan 1 dag in de week, 2: elke schooldag	on average, how many times per week did your (foster)child(ren) have contact with their teacher? (class 4)
hoe goed kon(den) uw (pleeg)kind(eren) zich concentreren tijdens het thuisonderwijs? (klas 4)																				covt18_homeschool_adu_q_1_d4j		1	{"5": "zeer slecht", "1": "zeer goed", "4": "slecht", "2": "goed", "3": "neutraal", "7": "niet van toepassing", "6": "weet ik niet"}	{"5": "very bad", "1": "very good", "4": "bad", "2": "good", "3": "neutral", "7": "not applicable", "6": "i do not know"}	5: very bad, 1: very good, 4: bad, 2: good, 3: neutral, 7: not applicable, 6: i do not know	5: zeer slecht, 1: zeer goed, 4: slecht, 2: goed, 3: neutraal, 7: niet van toepassing, 6: weet ik niet	how well could your (foster)child(ren) concentrate during home schooling? (class 4)
hoeveel begeleiding moest u uw (pleeg)kinderen geven in vergelijking met toen de scholen open waren? (klas 4)																				covt18_homeschool_adu_q_1_d4k		1	{"4": "niet van toepassing", "1": "meer begeleiding", "2": "evenveel begeleiding", "5": "weet ik niet", "3": "minder begeleiding"}	{"4": "not applicable", "1": "more supervision", "2": "the same supervision", "5": "i do not know", "3": "less supervision"}	4: not applicable, 1: more supervision, 2: the same supervision, 5: i do not know, 3: less supervision	4: niet van toepassing, 1: meer begeleiding, 2: evenveel begeleiding, 5: weet ik niet, 3: minder begeleiding	how much supervision did you have to provide to your (foster)child(ren) compared to when the schools were open? (class 4)
verwacht u dat uw (pleeg)kind(eren) een leerachterstand heeft/hebben opgelopen door de schoolsluiting? (klas 4)																				covt18_homeschool_adu_q_1_d4l		1	{"3": "nee", "2": "ja, een beetje", "5": "niet van toepassing", "4": "weet ik niet", "1": "ja, heel erg"}	{"3": "no", "2": "yes, a little", "5": "not applicable", "4": "i do not know", "1": "yes, a lot"}	3: no, 2: yes, a little, 5: not applicable, 4: i do not know, 1: yes, a lot	3: nee, 2: ja, een beetje, 5: niet van toepassing, 4: weet ik niet, 1: ja, heel erg	do you expect that your (foster)child(ren) will lag behind in their education due to the school closure? (class 4)
praktijkonderwijs / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 4)																				covt18_homeschool_adu_q_1_d4la		1	{"1": "praktijkonderwijs"}	{"1": "practical programme"}	1: practical programme	1: praktijkonderwijs	practical programme / at which level do(es) your (foster)child(ren) follow an education? (class 4)
basisberoepsgerichte leerweg (vmbo basis) / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 4)																				covt18_homeschool_adu_q_1_d4lb		1	{"1": "basisberoepsgerichte leerweg (vmbo basis)"}	{"1": "basic vocational programme"}	1: basic vocational programme	1: basisberoepsgerichte leerweg (vmbo basis)	basic vocational programme (vmbo basis) / at which level do(es) your (foster)child(ren) follow an education? (class 4)
kaderberoepsgerichte leerweg (vmbo kader) / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 4)																				covt18_homeschool_adu_q_1_d4lc		1	{"1": "kaderberoepsgerichte leerweg"}	{"1": "middle-management vocational programme (vmbo kader)"}	1: middle-management vocational programme (vmbo kader)	1: kaderberoepsgerichte leerweg	middle-management vocational programme (vmbo kader) / at which level do(es) your (foster)child(ren) follow an education? (class 4)
gemengde leerweg / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 4)																				covt18_homeschool_adu_q_1_d4ld		1	{"1": "gemengde leerweg"}	{"1": "combined programme"}	1: combined programme	1: gemengde leerweg	combined programme / at which level do(es) your (foster)child(ren) follow an education? (class 4)
theoretische leerweg (vmbo-t/mavo) / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 4)																				covt18_homeschool_adu_q_1_d4le		1	{"1": "theoretische leerweg (vmbo-t/mavo)"}	{"1": "theoretical programme (vmbo-t/mavo)"}	1: theoretical programme (vmbo-t/mavo)	1: theoretische leerweg (vmbo-t/mavo)	theoretical programme (vmbo-t/mavo) / at which level do(es) your (foster)child(ren) follow an education? (class 4)
havo / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 4)																				covt18_homeschool_adu_q_1_d4lf		1	{"1": "havo"}	{"1": "senior general secondary education (havo)"}	1: senior general secondary education (havo)	1: havo	senior general secondary education (havo) / at which level do(es) your (foster)child(ren) follow an education? (class 4)
vwo (atheneum/gymnasium/technasium) / op welk niveau volgt/volgen uw (pleeg)kind(eren) onderwijs? (klas 4)																				covt18_homeschool_adu_q_1_d4lg		1	{"1": "vwo (atheneum/gymnasium/technasium)"}	{"1": "pre-university secondary education (vwo/gymnasium/atheneum/technasium)"}	1: pre-university secondary education (vwo/gymnasium/atheneum/technasium)	1: vwo (atheneum/gymnasium/technasium)	pre-university secondary education (vwo/gymnasium/atheneum/technasium) / at which level do(es) your (foster)child(ren) follow an education? (class 4)
