	question_id	is_first_time_asked	question_label_nl	question_label_en	model_type	given_recode_json	is_recoded	given_recode_human	total_recode_json	total_recode_human	value_counts	value_counts_human	value_counts_after_recode	value_counts_after_recode_human	answer_options_nl_json	answer_options_nl_human	answer_options_nl_after_recode_json	answer_options_nl_after_recode_human	answer_options_en_json	answer_options_en_human	answer_options_en_after_recode_json	answer_options_en_after_recode_human
969	covt04_worry_adu_q_1_b	FALSE	ik maak me zorgen dat iemand die dichtbij mij staat ziek wordt / hoeveel zorgen maakte u zich de afgelopen 7 dagen over de corona-crisis?		ordinal-ordered		FALSE				{"NaN": 10502, "3.0": 8502, "2.0": 4697, "4.0": 2083, "1.0": 1499, "5.0": 254}	NaN: 10502, 3.0: 8502, 2.0: 4697, 4.0: 2083, 1.0: 1499, 5.0: 254	{"NaN": 10502, "3.0": 8502, "2.0": 4697, "4.0": 2083, "1.0": 1499, "5.0": 254}	NaN: 10502, 3.0: 8502, 2.0: 4697, 4.0: 2083, 1.0: 1499, 5.0: 254	{"4.0": "vaak", "3.0": "soms", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd", "1.0": "nooit"}	4.0: vaak, 3.0: soms, 2.0: bijna nooit, 5.0: altijd of bijna altijd, 1.0: nooit	{"4.0": "vaak", "3.0": "soms", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd", "1.0": "nooit"}	4.0: vaak, 3.0: soms, 2.0: bijna nooit, 5.0: altijd of bijna altijd, 1.0: nooit	{"4.0": "vaak", "3.0": "soms", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd", "1.0": "nooit"}	4.0: vaak, 3.0: soms, 2.0: bijna nooit, 5.0: altijd of bijna altijd, 1.0: nooit	{"4.0": "vaak", "3.0": "soms", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd", "1.0": "nooit"}	4.0: vaak, 3.0: soms, 2.0: bijna nooit, 5.0: altijd of bijna altijd, 1.0: nooit
970	covt05_worry_adu_q_1_b	FALSE	ik maak me zorgen dat iemand die dichtbij mij staat ziek wordt / hoeveel zorgen maakte u zich de afgelopen 7 dagen over de corona-crisis?		ordinal-ordered		FALSE				{"NaN": 11123, "3.0": 7915, "2.0": 4838, "4.0": 1788, "1.0": 1643, "5.0": 230}	NaN: 11123, 3.0: 7915, 2.0: 4838, 4.0: 1788, 1.0: 1643, 5.0: 230	{"NaN": 11123, "3.0": 7915, "2.0": 4838, "4.0": 1788, "1.0": 1643, "5.0": 230}	NaN: 11123, 3.0: 7915, 2.0: 4838, 4.0: 1788, 1.0: 1643, 5.0: 230	{"1.0": "nooit", "4.0": "vaak", "3.0": "soms", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd"}	1.0: nooit, 4.0: vaak, 3.0: soms, 2.0: bijna nooit, 5.0: altijd of bijna altijd	{"1.0": "nooit", "4.0": "vaak", "3.0": "soms", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd"}	1.0: nooit, 4.0: vaak, 3.0: soms, 2.0: bijna nooit, 5.0: altijd of bijna altijd	{"1.0": "nooit", "4.0": "vaak", "3.0": "soms", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd"}	1.0: nooit, 4.0: vaak, 3.0: soms, 2.0: bijna nooit, 5.0: altijd of bijna altijd	{"1.0": "nooit", "4.0": "vaak", "3.0": "soms", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd"}	1.0: nooit, 4.0: vaak, 3.0: soms, 2.0: bijna nooit, 5.0: altijd of bijna altijd
971	covt06_worry_adu_q_1_b	FALSE	ik maak me zorgen dat iemand die dichtbij mij staat ziek wordt / hoeveel zorgen maakte u zich de afgelopen 7 dagen over de corona-crisis?		ordinal-ordered		FALSE				{"NaN": 11934, "3.0": 7219, "2.0": 5030, "1.0": 1643, "4.0": 1504, "5.0": 207}	NaN: 11934, 3.0: 7219, 2.0: 5030, 1.0: 1643, 4.0: 1504, 5.0: 207	{"NaN": 11934, "3.0": 7219, "2.0": 5030, "1.0": 1643, "4.0": 1504, "5.0": 207}	NaN: 11934, 3.0: 7219, 2.0: 5030, 1.0: 1643, 4.0: 1504, 5.0: 207	{"2.0": "bijna nooit", "3.0": "soms", "5.0": "altijd of bijna altijd", "4.0": "vaak", "1.0": "nooit"}	2.0: bijna nooit, 3.0: soms, 5.0: altijd of bijna altijd, 4.0: vaak, 1.0: nooit	{"2.0": "bijna nooit", "3.0": "soms", "5.0": "altijd of bijna altijd", "4.0": "vaak", "1.0": "nooit"}	2.0: bijna nooit, 3.0: soms, 5.0: altijd of bijna altijd, 4.0: vaak, 1.0: nooit	{"2.0": "bijna nooit", "3.0": "soms", "5.0": "altijd of bijna altijd", "4.0": "vaak", "1.0": "nooit"}	2.0: bijna nooit, 3.0: soms, 5.0: altijd of bijna altijd, 4.0: vaak, 1.0: nooit	{"2.0": "bijna nooit", "3.0": "soms", "5.0": "altijd of bijna altijd", "4.0": "vaak", "1.0": "nooit"}	2.0: bijna nooit, 3.0: soms, 5.0: altijd of bijna altijd, 4.0: vaak, 1.0: nooit
972	covt07_worry_adu_q_2_b	FALSE	ik maak me zorgen dat iemand die dichtbij mij staat ziek wordt / hoeveel zorgen maakte u zich de afgelopen 7 dagen over de corona-crisis?		ordinal-ordered		FALSE				{"NaN": 12186, "3.0": 6906, "2.0": 5278, "1.0": 1619, "4.0": 1361, "5.0": 187}	NaN: 12186, 3.0: 6906, 2.0: 5278, 1.0: 1619, 4.0: 1361, 5.0: 187	{"NaN": 12186, "3.0": 6906, "2.0": 5278, "1.0": 1619, "4.0": 1361, "5.0": 187}	NaN: 12186, 3.0: 6906, 2.0: 5278, 1.0: 1619, 4.0: 1361, 5.0: 187	{"4.0": "vaak", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd", "3.0": "soms", "1.0": "nooit"}	4.0: vaak, 2.0: bijna nooit, 5.0: altijd of bijna altijd, 3.0: soms, 1.0: nooit	{"4.0": "vaak", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd", "3.0": "soms", "1.0": "nooit"}	4.0: vaak, 2.0: bijna nooit, 5.0: altijd of bijna altijd, 3.0: soms, 1.0: nooit	{"4.0": "vaak", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd", "3.0": "soms", "1.0": "nooit"}	4.0: vaak, 2.0: bijna nooit, 5.0: altijd of bijna altijd, 3.0: soms, 1.0: nooit	{"4.0": "vaak", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd", "3.0": "soms", "1.0": "nooit"}	4.0: vaak, 2.0: bijna nooit, 5.0: altijd of bijna altijd, 3.0: soms, 1.0: nooit
973	covt08_worry_adu_q_2_b	FALSE	ik maak me zorgen dat iemand die dichtbij mij staat ziek wordt / hoeveel zorgen maakte u zich de afgelopen 7 dagen over de corona-crisis?		ordinal-ordered		FALSE				{"NaN": 13782, "3.0": 5884, "2.0": 5030, "1.0": 1726, "4.0": 992, "5.0": 123}	NaN: 13782, 3.0: 5884, 2.0: 5030, 1.0: 1726, 4.0: 992, 5.0: 123	{"NaN": 13782, "3.0": 5884, "2.0": 5030, "1.0": 1726, "4.0": 992, "5.0": 123}	NaN: 13782, 3.0: 5884, 2.0: 5030, 1.0: 1726, 4.0: 992, 5.0: 123	{"5.0": "altijd of bijna altijd", "4.0": "vaak", "1.0": "nooit", "2.0": "bijna nooit", "3.0": "soms"}	5.0: altijd of bijna altijd, 4.0: vaak, 1.0: nooit, 2.0: bijna nooit, 3.0: soms	{"5.0": "altijd of bijna altijd", "4.0": "vaak", "1.0": "nooit", "2.0": "bijna nooit", "3.0": "soms"}	5.0: altijd of bijna altijd, 4.0: vaak, 1.0: nooit, 2.0: bijna nooit, 3.0: soms	{"5.0": "altijd of bijna altijd", "4.0": "vaak", "1.0": "nooit", "2.0": "bijna nooit", "3.0": "soms"}	5.0: altijd of bijna altijd, 4.0: vaak, 1.0: nooit, 2.0: bijna nooit, 3.0: soms	{"5.0": "altijd of bijna altijd", "4.0": "vaak", "1.0": "nooit", "2.0": "bijna nooit", "3.0": "soms"}	5.0: altijd of bijna altijd, 4.0: vaak, 1.0: nooit, 2.0: bijna nooit, 3.0: soms
974	covt09_worry_adu_q_2_b	FALSE	ik maak me zorgen dat iemand die dichtbij mij staat ziek wordt / hoeveel zorgen maakte u zich de afgelopen 7 dagen over de corona-crisis?		ordinal-ordered		FALSE				{"NaN": 14633, "3.0": 5116, "2.0": 5022, "1.0": 1866, "4.0": 784, "5.0": 116}	NaN: 14633, 3.0: 5116, 2.0: 5022, 1.0: 1866, 4.0: 784, 5.0: 116	{"NaN": 14633, "3.0": 5116, "2.0": 5022, "1.0": 1866, "4.0": 784, "5.0": 116}	NaN: 14633, 3.0: 5116, 2.0: 5022, 1.0: 1866, 4.0: 784, 5.0: 116	{"5.0": "altijd of bijna altijd", "1.0": "nooit", "2.0": "bijna nooit", "3.0": "soms", "4.0": "vaak"}	5.0: altijd of bijna altijd, 1.0: nooit, 2.0: bijna nooit, 3.0: soms, 4.0: vaak	{"5.0": "altijd of bijna altijd", "1.0": "nooit", "2.0": "bijna nooit", "3.0": "soms", "4.0": "vaak"}	5.0: altijd of bijna altijd, 1.0: nooit, 2.0: bijna nooit, 3.0: soms, 4.0: vaak	{"5.0": "altijd of bijna altijd", "1.0": "nooit", "2.0": "bijna nooit", "3.0": "soms", "4.0": "vaak"}	5.0: altijd of bijna altijd, 1.0: nooit, 2.0: bijna nooit, 3.0: soms, 4.0: vaak	{"5.0": "altijd of bijna altijd", "1.0": "nooit", "2.0": "bijna nooit", "3.0": "soms", "4.0": "vaak"}	5.0: altijd of bijna altijd, 1.0: nooit, 2.0: bijna nooit, 3.0: soms, 4.0: vaak
975	covt11_worry_adu_q_2_b	FALSE	ik maak me zorgen dat iemand die dichtbij mij staat ziek wordt / hoeveel zorgen maakte u zich de afgelopen 7 dagen over de corona-crisis?		ordinal-ordered		FALSE				{"NaN": 14746, "3.0": 5536, "2.0": 4739, "1.0": 1495, "4.0": 902, "5.0": 119}	NaN: 14746, 3.0: 5536, 2.0: 4739, 1.0: 1495, 4.0: 902, 5.0: 119	{"NaN": 14746, "3.0": 5536, "2.0": 4739, "1.0": 1495, "4.0": 902, "5.0": 119}	NaN: 14746, 3.0: 5536, 2.0: 4739, 1.0: 1495, 4.0: 902, 5.0: 119	{"1.0": "nooit", "3.0": "soms", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd", "4.0": "vaak"}	1.0: nooit, 3.0: soms, 2.0: bijna nooit, 5.0: altijd of bijna altijd, 4.0: vaak	{"1.0": "nooit", "3.0": "soms", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd", "4.0": "vaak"}	1.0: nooit, 3.0: soms, 2.0: bijna nooit, 5.0: altijd of bijna altijd, 4.0: vaak	{"1.0": "nooit", "3.0": "soms", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd", "4.0": "vaak"}	1.0: nooit, 3.0: soms, 2.0: bijna nooit, 5.0: altijd of bijna altijd, 4.0: vaak	{"1.0": "nooit", "3.0": "soms", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd", "4.0": "vaak"}	1.0: nooit, 3.0: soms, 2.0: bijna nooit, 5.0: altijd of bijna altijd, 4.0: vaak
976	covt12_worry_adu_q_2_b	FALSE	ik maak me zorgen dat iemand die dichtbij mij staat ziek wordt / hoeveel zorgen maakte u zich de afgelopen 7 dagen over de corona-crisis?		ordinal-ordered		FALSE				{"NaN": 14325, "3.0": 6223, "2.0": 4279, "1.0": 1340, "4.0": 1235, "5.0": 135}	NaN: 14325, 3.0: 6223, 2.0: 4279, 1.0: 1340, 4.0: 1235, 5.0: 135	{"NaN": 14325, "3.0": 6223, "2.0": 4279, "1.0": 1340, "4.0": 1235, "5.0": 135}	NaN: 14325, 3.0: 6223, 2.0: 4279, 1.0: 1340, 4.0: 1235, 5.0: 135	{"1.0": "nooit", "5.0": "altijd of bijna altijd", "3.0": "soms", "2.0": "bijna nooit", "4.0": "vaak"}	1.0: nooit, 5.0: altijd of bijna altijd, 3.0: soms, 2.0: bijna nooit, 4.0: vaak	{"1.0": "nooit", "5.0": "altijd of bijna altijd", "3.0": "soms", "2.0": "bijna nooit", "4.0": "vaak"}	1.0: nooit, 5.0: altijd of bijna altijd, 3.0: soms, 2.0: bijna nooit, 4.0: vaak	{"1.0": "nooit", "5.0": "altijd of bijna altijd", "3.0": "soms", "2.0": "bijna nooit", "4.0": "vaak"}	1.0: nooit, 5.0: altijd of bijna altijd, 3.0: soms, 2.0: bijna nooit, 4.0: vaak	{"1.0": "nooit", "5.0": "altijd of bijna altijd", "3.0": "soms", "2.0": "bijna nooit", "4.0": "vaak"}	1.0: nooit, 5.0: altijd of bijna altijd, 3.0: soms, 2.0: bijna nooit, 4.0: vaak
977	covt13_worry_adu_q_2_b	FALSE	ik maak me zorgen dat iemand die dichtbij mij staat ziek wordt / hoeveel zorgen maakte u zich de afgelopen 7 dagen over de corona-crisis?		ordinal-ordered		FALSE				{"NaN": 14748, "3.0": 5742, "2.0": 4493, "1.0": 1405, "4.0": 1031, "5.0": 118}	NaN: 14748, 3.0: 5742, 2.0: 4493, 1.0: 1405, 4.0: 1031, 5.0: 118	{"NaN": 14748, "3.0": 5742, "2.0": 4493, "1.0": 1405, "4.0": 1031, "5.0": 118}	NaN: 14748, 3.0: 5742, 2.0: 4493, 1.0: 1405, 4.0: 1031, 5.0: 118	{"4.0": "vaak", "3.0": "soms", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd", "1.0": "nooit"}	4.0: vaak, 3.0: soms, 2.0: bijna nooit, 5.0: altijd of bijna altijd, 1.0: nooit	{"4.0": "vaak", "3.0": "soms", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd", "1.0": "nooit"}	4.0: vaak, 3.0: soms, 2.0: bijna nooit, 5.0: altijd of bijna altijd, 1.0: nooit	{"4.0": "vaak", "3.0": "soms", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd", "1.0": "nooit"}	4.0: vaak, 3.0: soms, 2.0: bijna nooit, 5.0: altijd of bijna altijd, 1.0: nooit	{"4.0": "vaak", "3.0": "soms", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd", "1.0": "nooit"}	4.0: vaak, 3.0: soms, 2.0: bijna nooit, 5.0: altijd of bijna altijd, 1.0: nooit
978	covt14_worry_adu_q_2_b	FALSE	ik maak me zorgen dat iemand die dichtbij mij staat ziek wordt / hoeveel zorgen maakte u zich de afgelopen 7 dagen over de corona-crisis?		ordinal-ordered		FALSE				{"NaN": 15168, "3.0": 6524, "2.0": 2961, "4.0": 1817, "1.0": 871, "5.0": 196}	NaN: 15168, 3.0: 6524, 2.0: 2961, 4.0: 1817, 1.0: 871, 5.0: 196	{"NaN": 15168, "3.0": 6524, "2.0": 2961, "4.0": 1817, "1.0": 871, "5.0": 196}	NaN: 15168, 3.0: 6524, 2.0: 2961, 4.0: 1817, 1.0: 871, 5.0: 196	{"3.0": "soms", "4.0": "vaak", "1.0": "nooit", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd"}	3.0: soms, 4.0: vaak, 1.0: nooit, 2.0: bijna nooit, 5.0: altijd of bijna altijd	{"3.0": "soms", "4.0": "vaak", "1.0": "nooit", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd"}	3.0: soms, 4.0: vaak, 1.0: nooit, 2.0: bijna nooit, 5.0: altijd of bijna altijd	{"3.0": "soms", "4.0": "vaak", "1.0": "nooit", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd"}	3.0: soms, 4.0: vaak, 1.0: nooit, 2.0: bijna nooit, 5.0: altijd of bijna altijd	{"3.0": "soms", "4.0": "vaak", "1.0": "nooit", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd"}	3.0: soms, 4.0: vaak, 1.0: nooit, 2.0: bijna nooit, 5.0: altijd of bijna altijd
979	covt15_worry_adu_q_2_b	FALSE	ik maak me zorgen dat iemand die dichtbij mij staat ziek wordt / hoeveel zorgen maakte u zich de afgelopen 7 dagen over de corona-crisis?		ordinal-ordered		FALSE				{"NaN": 15033, "3.0": 6359, "2.0": 3666, "4.0": 1320, "1.0": 987, "5.0": 172}	NaN: 15033, 3.0: 6359, 2.0: 3666, 4.0: 1320, 1.0: 987, 5.0: 172	{"NaN": 15033, "3.0": 6359, "2.0": 3666, "4.0": 1320, "1.0": 987, "5.0": 172}	NaN: 15033, 3.0: 6359, 2.0: 3666, 4.0: 1320, 1.0: 987, 5.0: 172	{"1.0": "nooit", "5.0": "altijd of bijna altijd", "2.0": "bijna nooit", "3.0": "soms", "4.0": "vaak"}	1.0: nooit, 5.0: altijd of bijna altijd, 2.0: bijna nooit, 3.0: soms, 4.0: vaak	{"1.0": "nooit", "5.0": "altijd of bijna altijd", "2.0": "bijna nooit", "3.0": "soms", "4.0": "vaak"}	1.0: nooit, 5.0: altijd of bijna altijd, 2.0: bijna nooit, 3.0: soms, 4.0: vaak	{"1.0": "nooit", "5.0": "altijd of bijna altijd", "2.0": "bijna nooit", "3.0": "soms", "4.0": "vaak"}	1.0: nooit, 5.0: altijd of bijna altijd, 2.0: bijna nooit, 3.0: soms, 4.0: vaak	{"1.0": "nooit", "5.0": "altijd of bijna altijd", "2.0": "bijna nooit", "3.0": "soms", "4.0": "vaak"}	1.0: nooit, 5.0: altijd of bijna altijd, 2.0: bijna nooit, 3.0: soms, 4.0: vaak
980	covt15b_worry_adu_q_2_b	FALSE	ik maak me zorgen dat iemand die dichtbij mij staat ziek wordt / hoeveel zorgen maakte u zich de afgelopen 7 dagen over de corona-crisis?		ordinal-ordered		FALSE				{"NaN": 17416, "3.0": 4925, "2.0": 3310, "4.0": 938, "1.0": 830, "5.0": 118}	NaN: 17416, 3.0: 4925, 2.0: 3310, 4.0: 938, 1.0: 830, 5.0: 118	{"NaN": 17416, "3.0": 4925, "2.0": 3310, "4.0": 938, "1.0": 830, "5.0": 118}	NaN: 17416, 3.0: 4925, 2.0: 3310, 4.0: 938, 1.0: 830, 5.0: 118	{"1.0": "nooit", "5.0": "altijd of bijna altijd", "2.0": "bijna nooit", "4.0": "vaak", "3.0": "soms"}	1.0: nooit, 5.0: altijd of bijna altijd, 2.0: bijna nooit, 4.0: vaak, 3.0: soms	{"1.0": "nooit", "5.0": "altijd of bijna altijd", "2.0": "bijna nooit", "4.0": "vaak", "3.0": "soms"}	1.0: nooit, 5.0: altijd of bijna altijd, 2.0: bijna nooit, 4.0: vaak, 3.0: soms	{"1.0": "nooit", "5.0": "altijd of bijna altijd", "2.0": "bijna nooit", "4.0": "vaak", "3.0": "soms"}	1.0: nooit, 5.0: altijd of bijna altijd, 2.0: bijna nooit, 4.0: vaak, 3.0: soms	{"1.0": "nooit", "5.0": "altijd of bijna altijd", "2.0": "bijna nooit", "4.0": "vaak", "3.0": "soms"}	1.0: nooit, 5.0: altijd of bijna altijd, 2.0: bijna nooit, 4.0: vaak, 3.0: soms
981	covt16_worry_adu_q_2_b	FALSE	ik maak me zorgen dat iemand die dichtbij mij staat ziek wordt / hoeveel zorgen maakte u zich de afgelopen 7 dagen over de corona-crisis?		ordinal-ordered		FALSE				{"NaN": 15894, "3.0": 5739, "2.0": 3456, "4.0": 1302, "1.0": 986, "5.0": 160}	NaN: 15894, 3.0: 5739, 2.0: 3456, 4.0: 1302, 1.0: 986, 5.0: 160	{"NaN": 15894, "3.0": 5739, "2.0": 3456, "4.0": 1302, "1.0": 986, "5.0": 160}	NaN: 15894, 3.0: 5739, 2.0: 3456, 4.0: 1302, 1.0: 986, 5.0: 160	{"1.0": "nooit", "4.0": "vaak", "5.0": "altijd of bijna altijd", "3.0": "soms", "2.0": "bijna nooit"}	1.0: nooit, 4.0: vaak, 5.0: altijd of bijna altijd, 3.0: soms, 2.0: bijna nooit	{"1.0": "nooit", "4.0": "vaak", "5.0": "altijd of bijna altijd", "3.0": "soms", "2.0": "bijna nooit"}	1.0: nooit, 4.0: vaak, 5.0: altijd of bijna altijd, 3.0: soms, 2.0: bijna nooit	{"1.0": "nooit", "4.0": "vaak", "5.0": "altijd of bijna altijd", "3.0": "soms", "2.0": "bijna nooit"}	1.0: nooit, 4.0: vaak, 5.0: altijd of bijna altijd, 3.0: soms, 2.0: bijna nooit	{"1.0": "nooit", "4.0": "vaak", "5.0": "altijd of bijna altijd", "3.0": "soms", "2.0": "bijna nooit"}	1.0: nooit, 4.0: vaak, 5.0: altijd of bijna altijd, 3.0: soms, 2.0: bijna nooit
982	covt16b_worry_adu_q_2_b	FALSE	ik maak me zorgen dat iemand die dichtbij mij staat ziek wordt / hoeveel zorgen maakte u zich de afgelopen 7 dagen over de corona-crisis?		ordinal-ordered		FALSE				{"NaN": 17934, "3.0": 4771, "2.0": 2872, "4.0": 1109, "1.0": 716, "5.0": 135}	NaN: 17934, 3.0: 4771, 2.0: 2872, 4.0: 1109, 1.0: 716, 5.0: 135	{"NaN": 17934, "3.0": 4771, "2.0": 2872, "4.0": 1109, "1.0": 716, "5.0": 135}	NaN: 17934, 3.0: 4771, 2.0: 2872, 4.0: 1109, 1.0: 716, 5.0: 135	{"3.0": "soms", "1.0": "nooit", "5.0": "altijd of bijna altijd", "4.0": "vaak", "2.0": "bijna nooit"}	3.0: soms, 1.0: nooit, 5.0: altijd of bijna altijd, 4.0: vaak, 2.0: bijna nooit	{"3.0": "soms", "1.0": "nooit", "5.0": "altijd of bijna altijd", "4.0": "vaak", "2.0": "bijna nooit"}	3.0: soms, 1.0: nooit, 5.0: altijd of bijna altijd, 4.0: vaak, 2.0: bijna nooit	{"3.0": "soms", "1.0": "nooit", "5.0": "altijd of bijna altijd", "4.0": "vaak", "2.0": "bijna nooit"}	3.0: soms, 1.0: nooit, 5.0: altijd of bijna altijd, 4.0: vaak, 2.0: bijna nooit	{"3.0": "soms", "1.0": "nooit", "5.0": "altijd of bijna altijd", "4.0": "vaak", "2.0": "bijna nooit"}	3.0: soms, 1.0: nooit, 5.0: altijd of bijna altijd, 4.0: vaak, 2.0: bijna nooit
983	covt17_worry_adu_q_2_b	FALSE	ik maak me zorgen dat iemand die dichtbij mij staat ziek wordt / hoeveel zorgen maakte u zich de afgelopen 7 dagen over de corona-crisis?		ordinal-ordered		FALSE				{"NaN": 15037, "3.0": 6477, "2.0": 3045, "4.0": 1892, "1.0": 841, "5.0": 245}	NaN: 15037, 3.0: 6477, 2.0: 3045, 4.0: 1892, 1.0: 841, 5.0: 245	{"NaN": 15037, "3.0": 6477, "2.0": 3045, "4.0": 1892, "1.0": 841, "5.0": 245}	NaN: 15037, 3.0: 6477, 2.0: 3045, 4.0: 1892, 1.0: 841, 5.0: 245	{"1.0": "nooit", "3.0": "soms", "4.0": "vaak", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd"}	1.0: nooit, 3.0: soms, 4.0: vaak, 2.0: bijna nooit, 5.0: altijd of bijna altijd	{"1.0": "nooit", "3.0": "soms", "4.0": "vaak", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd"}	1.0: nooit, 3.0: soms, 4.0: vaak, 2.0: bijna nooit, 5.0: altijd of bijna altijd	{"1.0": "nooit", "3.0": "soms", "4.0": "vaak", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd"}	1.0: nooit, 3.0: soms, 4.0: vaak, 2.0: bijna nooit, 5.0: altijd of bijna altijd	{"1.0": "nooit", "3.0": "soms", "4.0": "vaak", "2.0": "bijna nooit", "5.0": "altijd of bijna altijd"}	1.0: nooit, 3.0: soms, 4.0: vaak, 2.0: bijna nooit, 5.0: altijd of bijna altijd
984	covt01_worry_adu_q_1_c	TRUE	ik maak me zorgen dat ik of mijn familie financieel ernstig in de problemen kom(t) / hoeveel zorgen maakte u zich de afgelopen 7 dagen over de corona-crisis?		ordinal-ordered		FALSE				{"NaN": 10904, "1.0": 7122, "2.0": 5486, "3.0": 3113, "4.0": 763, "5.0": 149}	NaN: 10904, 1.0: 7122, 2.0: 5486, 3.0: 3113, 4.0: 763, 5.0: 149	{"NaN": 10904, "1.0": 7122, "2.0": 5486, "3.0": 3113, "4.0": 763, "5.0": 149}	NaN: 10904, 1.0: 7122, 2.0: 5486, 3.0: 3113, 4.0: 763, 5.0: 149	{"4.0": "vaak", "1.0": "nooit", "5.0": "altijd of bijna altijd", "3.0": "soms", "2.0": "bijna nooit"}	4.0: vaak, 1.0: nooit, 5.0: altijd of bijna altijd, 3.0: soms, 2.0: bijna nooit	{"4.0": "vaak", "1.0": "nooit", "5.0": "altijd of bijna altijd", "3.0": "soms", "2.0": "bijna nooit"}	4.0: vaak, 1.0: nooit, 5.0: altijd of bijna altijd, 3.0: soms, 2.0: bijna nooit	{"4.0": "vaak", "1.0": "nooit", "5.0": "altijd of bijna altijd", "3.0": "soms", "2.0": "bijna nooit"}	4.0: vaak, 1.0: nooit, 5.0: altijd of bijna altijd, 3.0: soms, 2.0: bijna nooit	{"4.0": "vaak", "1.0": "nooit", "5.0": "altijd of bijna altijd", "3.0": "soms", "2.0": "bijna nooit"}	4.0: vaak, 1.0: nooit, 5.0: altijd of bijna altijd, 3.0: soms, 2.0: bijna nooit
985	covt02_worry_adu_q_1_c	FALSE	ik maak me zorgen dat ik of mijn familie financieel ernstig in de problemen kom(t) / hoeveel zorgen maakte u zich de afgelopen 7 dagen over de corona-crisis?		ordinal-ordered		FALSE				{"NaN": 9958, "1.0": 7776, "2.0": 5845, "3.0": 3209, "4.0": 628, "5.0": 121}	NaN: 9958, 1.0: 7776, 2.0: 5845, 3.0: 3209, 4.0: 628, 5.0: 121	{"NaN": 9958, "1.0": 7776, "2.0": 5845, "3.0": 3209, "4.0": 628, "5.0": 121}	NaN: 9958, 1.0: 7776, 2.0: 5845, 3.0: 3209, 4.0: 628, 5.0: 121	{"5.0": "altijd of bijna altijd", "2.0": "bijna nooit", "4.0": "vaak", "3.0": "soms", "1.0": "nooit"}	5.0: altijd of bijna altijd, 2.0: bijna nooit, 4.0: vaak, 3.0: soms, 1.0: nooit	{"5.0": "altijd of bijna altijd", "2.0": "bijna nooit", "4.0": "vaak", "3.0": "soms", "1.0": "nooit"}	5.0: altijd of bijna altijd, 2.0: bijna nooit, 4.0: vaak, 3.0: soms, 1.0: nooit	{"5.0": "altijd of bijna altijd", "2.0": "bijna nooit", "4.0": "vaak", "3.0": "soms", "1.0": "nooit"}	5.0: altijd of bijna altijd, 2.0: bijna nooit, 4.0: vaak, 3.0: soms, 1.0: nooit	{"5.0": "altijd of bijna altijd", "2.0": "bijna nooit", "4.0": "vaak", "3.0": "soms", "1.0": "nooit"}	5.0: altijd of bijna altijd, 2.0: bijna nooit, 4.0: vaak, 3.0: soms, 1.0: nooit
